T2,T3,T4,T5,T6,T7,T8,T2_pred,T3_pred,T4_pred,T5_pred,T6_pred,T7_pred,T8_pred
69.919464,69.92423,61.35682,61.451283,61.35038,61.35038,61.330673,69.94005,69.92867,61.327538,61.44064,61.363293,61.357246,61.27585
69.89454,69.83299,60.749126,60.824234,60.684124,60.684124,60.710957,69.89934,69.83637,60.710236,60.80749,60.69283,60.681076,60.65577
69.93193,69.96985,62.851418,62.99349,62.971004,62.971004,62.821342,69.99288,69.967674,62.864723,62.961567,62.95586,62.980293,62.79492
69.93193,69.96985,61.86597,61.97665,61.87258,61.87258,61.8164,69.97958,69.9723,61.847523,61.95667,61.880802,61.882587,61.7594
69.919464,69.92423,62.243725,62.366436,62.322754,62.322754,62.235123,69.96411,69.92533,62.2385,62.337,62.30966,62.323322,62.183296
69.93193,69.96985,61.389668,61.48518,61.35038,61.35038,61.330673,69.96666,69.97409,61.358303,61.47529,61.372566,61.363766,61.272064
69.93193,69.96985,61.2747,61.366547,61.22433,61.22433,61.21343,69.96355,69.974525,61.240215,61.359093,61.24989,61.238533,61.154434
69.91323,69.90142,61.340397,61.434338,61.332375,61.332375,61.313923,69.93355,69.90508,61.312386,61.419296,61.34026,61.335796,61.259464
69.93193,69.96985,62.720024,62.85791,62.80894,62.80894,62.68735,70.00275,69.969086,62.724747,62.81983,62.792118,62.812885,62.63324
69.9257,69.94704,61.783848,61.891914,61.782547,61.782547,61.73265,69.9713,69.94896,61.764893,61.868927,61.787666,61.789577,61.6758
69.9257,69.94704,61.89882,62.010544,61.94461,61.94461,61.883392,69.96081,69.95028,61.88252,61.99316,61.947136,61.951183,61.829975
69.91323,69.90142,62.30942,62.434227,62.772926,62.772926,62.620354,69.803696,69.9162,62.313324,62.49289,62.770866,62.785454,62.652588
69.93193,69.96985,62.53936,62.67149,62.610867,62.610867,62.50311,69.99785,69.969765,62.53918,62.637238,62.59934,62.61609,62.44839
69.9257,69.94704,62.26015,62.383385,62.34076,62.34076,62.251873,69.97061,69.94891,62.25365,62.358345,62.332695,62.344772,62.19968
69.91323,69.90142,61.07761,61.16318,61.008247,61.008247,61.01244,69.940025,69.90433,61.04294,61.145668,61.023064,61.01318,60.95405
69.93193,69.96985,61.373245,61.46823,61.332375,61.332375,61.313923,69.96622,69.97415,61.341434,61.458687,61.35504,61.345875,61.25526
69.93193,69.96985,62.194454,62.315598,62.250725,62.250725,62.16813,69.98169,69.97193,62.184685,62.29267,62.249702,62.25858,62.113766
69.93193,69.96985,61.22543,61.315704,61.17031,61.17031,61.16318,69.962204,69.97471,61.189606,61.309296,61.19731,61.184864,61.10402
69.919464,69.92423,62.243725,62.366436,62.322754,62.322754,62.235123,69.96411,69.92533,62.2385,62.337,62.30966,62.323322,62.183296
69.93193,69.96985,61.30755,61.40044,61.260345,61.260345,61.24693,69.96443,69.9744,61.273956,61.392292,61.28494,61.274315,61.18804
69.9257,69.94704,62.11233,62.230858,62.142685,62.142685,62.067635,69.98021,69.94772,62.102287,62.200912,62.138172,62.147385,62.011894
69.93193,69.96985,62.867844,63.010433,62.971004,62.971004,62.838093,70.00676,69.96853,62.87657,62.969227,62.949844,62.973896,62.784485
69.919464,69.92423,60.699856,60.77339,60.630104,60.630104,60.66071,69.92223,69.931145,60.652752,60.77667,60.66228,60.641632,60.60366
69.919464,69.92423,62.637905,62.773174,62.772926,62.772926,62.65385,69.967995,69.92472,62.64314,62.739403,62.748665,62.770878,62.60488
69.919464,69.92423,62.81857,62.959595,62.952995,62.952995,62.821342,69.979706,69.923164,62.828938,62.917976,62.92305,62.949486,62.77146
69.93193,69.96985,62.670753,62.807068,62.75492,62.75492,62.637104,70.00141,69.96927,62.674137,62.770035,62.73954,62.759212,62.58283
69.93193,69.96985,62.53936,62.67149,62.610867,62.610867,62.50311,69.99785,69.969765,62.53918,62.637238,62.59934,62.61609,62.44839
69.919464,69.92423,62.17803,62.29865,62.250725,62.250725,62.16813,69.962326,69.925575,62.17102,62.270603,62.23956,62.251762,62.116077
69.9257,69.94704,60.962643,61.044548,60.8822,60.8822,60.895195,69.94902,69.95206,60.921413,61.038963,60.9114,60.89506,60.835567
69.919464,69.92423,62.457237,62.586754,62.520832,62.520832,62.419365,69.983505,69.92278,62.458267,62.544754,62.500698,62.519524,62.365215
69.919464,69.92423,61.438942,61.53602,61.4044,61.4044,61.38092,69.95589,69.92661,61.41235,61.5156,61.414127,61.410324,61.323326
69.9257,69.94704,61.70173,61.80718,61.692513,61.692513,61.648907,69.96907,69.94927,61.680546,61.78593,61.70004,61.700127,61.591778
